exchangeAddress,exchangeName,exchangeLogo,pairAddress,pairLabel,usdPrice,usdPrice24hrPercentChange,usdPrice24hrUsdChange,volume24hrNative,volume24hrUsd,liquidityUsd,baseToken,quoteToken,inactivePair,token0_address,token0_name,token0_symbol,token0_logo,token0_decimals,token0_pairTokenType,token0_liquidityUsd,token1_address,token1_name,token1_symbol,token1_logo,token1_decimals,token1_pairTokenType,token1_liquidityUsd
whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca Whirlpool,https://entities-logos.s3.amazonaws.com/orca.png,9z9XLZ7jvef4oiGkCfDWsCwK3ogtKLm7vCA1FSjfy7UA,Luigi/USDC,0.005675,,,0.0,0.0,0.016340317775,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.002218317775,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,https://logo.moralis.io/solana-mainnet_EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v_809d0dcb3d691dcff4b688115e11652c.webp,6,token1,0.014122
CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium CLMM,https://entities-logos.s3.amazonaws.com/raydium.png,4REXnVuHj22a4zWTkVK9p8893K7fBcXKeCUW8n24szye,Luigi/SOL,114.491830942,,,0.0,0.0,0.008416206114342805,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.007327477180288,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,0.001088728934054805
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,GaXgajo59P7onL6FLwfhUAL8eT5fQX4zJVMTZgkJnpv6,Luigi/SOL,0.006281861,,,0.0,0.0,0.000556051026163213,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,2.8934251766e-05,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,0.000527116774397213
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,4Rx8N1eKgTYbGUAXqQfAigAvnESrhd3JAutec24BKMLm,Luigi/USDC,0.01204,,,0.0,0.0,0.00039837052,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,4.37052e-06,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,https://logo.moralis.io/solana-mainnet_EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v_809d0dcb3d691dcff4b688115e11652c.webp,6,token1,0.000394
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,DAuN5idw4bgYztC8RFQHaRVv98dLWpupckqtQPzKSkvv,Luigi/USDC,0.041177,,,0.0,0.0,8.7688257e-05,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,1.688257e-06,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,https://logo.moralis.io/solana-mainnet_EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v_809d0dcb3d691dcff4b688115e11652c.webp,6,token1,8.6e-05
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,qzRC8gFYJhjrDWipvg2PfQQ5HvFq84959LQ6YD65ZUM,Luigi/SOL,0.020514836,,,0.0,0.0,7.168640660407e-05,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,6.441658504e-06,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,6.524474810007e-05
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,7dhXzGvSAnq52ZkjDWmZCKN3kyk66ZBRSdSbUE3eKxLi,Luigi/SOL,0.009607382,,,0.0,0.0,2.4395384433564e-05,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,1.124063694e-06,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,2.3271320739564e-05
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,EsRUJ6YWMDD6xu1szijPToby1MQwodmrxCMsths331K4,Luigi/SOL,0.008735782,,,0.0,0.0,1.3299305382299e-05,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,3.84374408e-07,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,1.2914930974299e-05
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,FwA9EcSVDSf9dSewEZDEiUYWkD67f82nEjB9saEF2o8n,Luigi/SOL,0.00677481,,,0.0,0.0,7.94038949409e-06,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,3.5229012e-07,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,7.58809937409e-06
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,FdeHYMmXFcAf9rmd5kQ8p1sYBbWGTXecZqVTWg7zMUaT,Luigi/SOL,0.031040256,,,0.0,0.0,2.859773370254e-06,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,5.58724608e-07,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,2.301048762254e-06
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,Meteora DLMM,https://entities-logos.s3.amazonaws.com/meteora.png,CQqh77TGeaLaB8EekZtTs8Ysoc8nEnXe1B9ySLkphbMe,Luigi/SOL,0.045857231,,,0.0,0.0,2.39849177197e-06,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,So11111111111111111111111111111111111111112,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,2.29286155e-07,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,https://logo.moralis.io/solana-mainnet_So11111111111111111111111111111111111111112_5ffe40a76ba4f2a8.webp,9,token1,2.16920561697e-06
Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,Meteora Dynamic AMM,https://entities-logos.s3.amazonaws.com/meteora.png,Ci1ZjCoRRrDi9dLSdRfmUhESPf8Cu3nBKZvCYXW1HrE3,Luigi/USDT,0.010445,,,0.0,0.0,0.0,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,True,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,Luigi Mangione,Luigi,https://logo.moralis.io/solana-mainnet_5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump_f5c8f2fe9e181c1b.webp,6,token0,0.0,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,USDT,https://logo.moralis.io/solana-mainnet_Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB_d3e0684888bc0744dfe4b5bfa1fe429b.webp,6,token1,0.0
